text,label,lang
"  Sogar der Verkehrsfunk mahnt es täglich mehrmals ....es kommt Ihnen ein Geisterfahrer entgegen-bitte Vorsicht |LBR| Spätestens jetzt, früher wäre uns natürlich lieber gewesen, sollte sie endlich abbiegen....!",0,de
" Jetzt kommt ja die Bundesnotbremse. 🤡 

Das Versagen der Politik ist völlig unfassbar. Ich hätte das niemals für möglich gehalten. Niemals. Kein einziger Spitzenpolitiker in diesem Land taugt was. Nicht einer. Alles Blender und Nichtsnutze. UNFASSBAR",1,de
" Man hat tatsächlich den Eindruck, als wären viele Politiker vollkommen überflüssig,  genau so wie deren Berater. Eigentlich reicht für diese Politik Frau Merkel,  Herr Drosten und Herr Steinmeier (als Merkelstütze). Alle anderen Kosten doch nur Geld fürs blöd schauen und jasagen.",1,de
" Das ist richtig lustig. Die Seite kann nicht aufgerufen werden, also hat noch niemand den Text gelesen aber es hagelt einiges an Kritik, ziemlich alberne Kritik, irgendwas um zu kritisieren aber ohne auch nur eine Zeile gelesen zu haben.",1,de
" Nixcht nur in der AfD generell ! Eine doofe Nuss hat Jahrzehnte gereicht !!! Überall FRAUEN nur noch FRAUEN, was soll denn dieser Blödsinn ????",1,de
" Virus Mutationen sind völlig normal!!!

Nicht NORMAL sind die Korruption Unfähigkeit Unglaubwürdigkeit in der Regierung!!

Die Käuflichkeit der österr. Medien scheint NORMAL geworden zu sein!

Kurz muss weg!
Neuwahlen Neuwahlen NEUWAHLEN",1,de
" Jede Staatsanwaltschaft kann s.g. ""hausintern"" Vorermittlungen einleiten. Allein mit Dummheit ist der BER nicht zu begründen",0,de
" Die Pegidareden in Dresden sind hörenswert. Wenn da dumme Nazis aufspringen, sollte man trotzdem nicht alle über einen Kamm scheren. Beim Islam können sie dann plötzlich immer differenzieren...",0,de
""" 675 Milliarden!"" Das ist dein Denkfehler. Auf was für Einnamen kann denn der Staat Deutschland zurück greifen?",0,de
"  Wie kann man nur sowas retweeten, . „Verrückte“ gibt’s überall. Man denke nur an Merkel, Spahn, Lauterbach &amp; Co.",1,de
"   nein tut sie nicht, die heuchler der EU sind nur hinter israel da papa amerika es sagt, jeder klar denkende Mensch unterstützt Israel nicht",1,de
" #GRUENEN NO‼️
#Baerbock fordert 😂 man muss nun kein botanischen Wissen haben aber eine ,,PiSSnelke"" erkennt jeder
Solches heuchlerisches Gesindel #Gruene &amp; vorne Klimaschutz 😂und hinterrücks zünden die 💥#Kriegstreiber
Apropo wieviel #Gruene besitzen eigentlich Villa #Berlin 😎",1,de
 An was ist  mitschuldig? An den begangen Vergewaltigungen den Morden Messerstechereien usw.?,0,de
" Sie werden in den Sendungen von  und  grundsätzlich nie ein Interview zu Themen wie Euro, Diesel, Bienensterben, Hambacher Forst und alles andere erleben. B-Debatte müssen sie bringen, zu oft mit dummen Antikommentaren begleitet. Ob uns Höcke passt oder nicht. Es steht den Sendern nicht zu, zu filtern.",0,de
" Statt gerade den 1.Mai als Tag der Solidarität mit Menschen zu begreifen, die seit 1  Pandemiejahr Jahr das Land am Laufen halten, gehen wohlstandsverwahrloste, Egoisten die sich #Querdenker nennen und nicht mal den Anstand besitzen ihre Mitmenschen zu schützen auf die Straßen 🤮",1,de
 Dann kann man die AfD gleich FDP nennen. Niemand braucht Antideutsche wie Cotar.,1,de
"Wie immer am #1Mai2021 bleibe ich daheim, kümmer mich um meine Familie, backe vielleicht nen Kuchen und nutze diesen Feiertag um mich von der Arbeit zu erholen weil ich einfach kein linker Lump bin.

#b0105",1,de
"Das sind im Dez. lt. #Politbarometer die wichtigsten Themen der Deutschen: Flüchtlinge 44%, Regierungsbildung 33%, Rente 13%, Soziale Gerechtigkeit 12%. Scheint bei der  aber niemanden zu interessieren. #spdbpt17",0,de
" Bitte? Ihr konntet euch also nicht vorstellen im Vorfeld, was ungeschützte Metallpropeller anrichten könnten, wenn der Mann im Publikum gelandet wäre?

So naiv ist keiner, nicht mal ihr. https://t.co/PTsd9Gq7c8",1,de
"  Die #ZeugenCoronas müssen ebenfalls therapiert werden nach Entlassung und Inhaftierung der politisch und medial Verantwortlichen für die durch Maßnahmen geschaffene größte Katastrophe nach dem letzten Weltkrieg.
#MerkelMussWeg #HaftFuerAlle",1,de
"    Man MUSS gar nix tolerieren. Vor allen nicht bei einer Klemmschwester, die nicht einmal sachlich ihre ""Diskriminierung"" erklären kann.",1,de
" ach naja, so beeindruckend ist das nun auch wieder nicht bei näherer Betrachtung, aber danke",0,de
" Ja,so ist es,aber leider hat diese Regierung weder Stil,noch Charakter. Sie ist unehrlich u gewaltbereit gegenüb. Andersdenkende",0,de
"Me contaron que el grone de la esquina vende unos porros de primera, ¿vamos a probarlos?",1,es
"Estás lleno de patrañas y falsedades, que les haces creer a los demás que eres alguien que respeten, cuando en realidad no eres más que una puta mentirosa.",1,es
"@bogarcram @Fuan_Rayo @Bolton_Oficial Te va a llamar ""maaaaaricón"" y lo sabes. Y la verdad es que semejante fotito... Jajajajajajaja",0,es
"Para explicar mejor este tema y ayudar a eliminar estos problemas con la baja autoestima, inseguridad y falta de confianza en las mujeres es que decidí grabar este video en donde comparto contigo una técnica efectiva que te permitirá mejorar tu vibración energética para así lograr manifestaciones màs positivas utilizando la ley de atracciòn en el amor a tu favor, además te será util para reforzar tu autoestima, te sentirás más satisfecha contigo misma y mejorarás en muchos sentidos",0,es
"Su Johann es calcadito a este malo, implacable, sin fisuras, amoral, guapito y travelo",1,es
No se podría penetrar en estos lugares subterráneos sin haber cogido este ramo que tiene los frutos de oro,0,es
"Zafa de aquí, chairo, vete a chuparle las medias a tu mesías tropical que te promete el paraíso con puras mentiras y ocurrencias.",1,es
"En el dialecto Náhuatl, la palabra Ixtapa seignifica ""lugar blanco"", en referencia a las blancas playas del área.",0,es
Que mierda te pasa enfermo te gusta pegarle a las mujeres la concha de tu madre ojalá te pudras en la cárcel hijo de puta,1,es
En 1933 se funda el Instituto Mexicano de Investigación Lingüista donde se crea la Cartilla Náhuatl que argumentaba que el indígena que leía en su propio dialecto leía con más facilidad el idioma español,0,es
"""Entre las víctimas de la dictadura argentina, nosotras nos consideramos privilegiadas porque nuestros desaparecidos están con vida",0,es
"La escritora recibió el premio Nobel de Literatura por su obra, que explora la identidad, el exilio y la memoria desde una perspectiva feminista y anticolonial.",0,es
También es seguro ponerse la vacuna contra la gripe mientras está lactando (amamantando) a su bebé.,0,es
"La generación de los BabyBoomers está conformada por aquellas personas nacidas entre el 1945 y el 1964, siendo el resultado directo del babyboom o explosión de natalidad, surgido tras la finalización de la Segunda Guerra Mundial",0,es
"Las personas mayores que viven solas tienen mayor riesgo de sufrir demencia, además de empeorar el estado general de salud, tanto desde el punto de vista físico como mental, al producir sufrimiento y dolor en las personas más vulnerables, tal y como refleja el informe de la Universidad Internacional de Valencia ‘Soledad y personas mayores’",0,es
@patricccp Que mamon es xD,0,es
"Aunque hay muchas palabras difíciles, el chino no es difícil de aprender. Toma tiempo, disciplina y dedicación, pero cualquiera puede hacerlo.",0,es
"1980 fue el año en el que ETA buscaba cosas mas bestias para salir en la prensa, pero quizá la parte a la que no se atreve a entrar 'Patria' es la xenofobia integrada y el tratamiento de los inmigrantes obreros, que llegaban para ser explotados y crear un tejido empresarial, con grandes patronos mandando hoy, y que eran calificados como maquetos, y ramificaciones como Coreanos, e ignorantes a los andaluces",1,es
"Y es que, lejos de ser una tendencia, la homofobia sigue existiendo, cada vez más fuerte, en muchos sectores de la sociedad, los cuales se oponen a la visibilidad y aceptación de los gays.",0,es
"ya no solo cuando llamas a un gitano puto gitano o lo que sea, también cuando se le dice a alguien no gitano que es 'muy gitano', o que algo que ha hecho es 'una gitanada'",1,es
Que te pille un moro suicida en el próximo atentado «sionista» pendejo,1,es
"Los Papagos de Sonora viven separados de sus hermanos por ""la líneas de la muerte"" que trazaron como frontera entre México y los Estados.",0,es
"no tienes ni puta idea de historia, ni de geopolítica, ni de economía. El comunismo ha sido el mayor fracaso ideológico de la humanidad, causando millones de muertos, miseria, represión y atraso. El ""imperialismo"" es solo una excusa para justificar la incompetencia y la corrupción de los dictadores que lo defienden.",1,es
no seas hueca el apra ya no da mas sin ala en el gobierno el apra en ningun distrito hara nada y saves por q los puestos del municipio ya estan copados de compañeros,0,es
Las vacaciones son necesarias. Escapada al Hotel Balneario Vichy Catalan desde 74€ https://t.co/vP5MdTBS3U https://t.co/ikNPelIQK0,0,es
Un grupo de ultraderecha ataca la redacción de ‘La Repubblica’ https://t.co/EplBP0hx1d vía @elpais_inter,0,es
"La mayoría de las personas que se llaman judías son criadas desde el nacimiento para ser marionetas asustadas adoctrinadas de esta jerarquía cruel de los Levitas que se ha metamorfoseado como los Fariseos, los Talmudistas y los Sionistas extremos de hoy, controlados por los rabinos fanáticos que distribuyen la ""Ley"" de los Levitas de Babilonia de parte de los reptiles.",1,es
"No le veo sentido por que este ""par de mierdas"", traen hijos al mundo si los van a tratar de la chingada, mejor no traigan nada ""viejas calientes"", mejor ponganse unos jodidos condones para que no las ""inflen"", para que traen hijos al mundo si no los quieres",1,es
"Ojalá les caiga un rayo en la cabeza, o mejor, una bomba, y se los lleve a todos al infierno, malditos traidores, no merecen llamarse venezolanos.",1,es
"Respetar y abrazar la pluralidad, valorar y dar voz a todos aquellos grupos excluidos y silenciados, erradicar los estereotipos y la discriminación de género.",0,es
"Para mí la liberación sexual es luchar contra el patriarcado, contra la heteronormatividad, la monogamia… Porque reclamo ser libre",0,es
", la existencia de dialectos, otros idiomas que conviven en un mismo territorio, etc. No fuera cosa que alguien recuerde el quechua, el mapudungun, guaraní, wichi, galego, euskera, catalá, valenciano, entre otros, ni mucho menos que se pretendan hacer valer derechos o ejercer reivindicaciones… ",0,es
"El personaje principal, un joven bipolar, lucha contra la presión de su familia y la sociedad para encontrar su felicidad",0,es
"También conozco algunos países europeos y mi percepción personal es que somos ""mu buena gente"", da igual Catalanes que Extremeños, Murcianos o Vascos; mucho más amables que Ingleses, Franceses, Alemanes o Polacos (que son los que conozco)",0,es
los catalanes son unos cabronazos con un dialecto ultraminoritario,1,es
"Las vacunas contienen además otros ingredientes peligrosos, como el formaldehído, el aluminio, el polisorbato 80, el ADN animal y humano, y virus atenuados que pueden causar infecciones, alergias, cáncer y enfermedades autoinmunes.",1,es
"Se bate sacando cuero en tu boca,muy grande con suerte,no eres nada y ahora ayuda a los demas RCTM",1,es
"Qué asco me das, sucio moro, vete a tu país y no ensucies el nuestro, no tienes cultura ni educación.",1,es
...mayoría independentista -&gt; República -&gt; 155 -&gt; elecciones -&gt; mayoría independentista -&gt; República -&gt; 155 -&gt; elecciones... hablamos?,0,es
El feminismo de hoy en dia es una bola de fuego de odio. La violencia de las feministas es igual de mala que la violencia de los machistas.,1,es
"En unos momentos tan tensos y de tanta pasión, la mujer se ve forzada a follar con las bragas en la boca y es que no se le ocurre algo más sucio que eso",1,es
"en la que has de tener un montón de cuidado cuando eres pequeño porque a los sacerdotes lo que les gusta de verdad, de verdad es toquetear menores, algo que ha sido probado una y otra vez en múltiples países",1,es
"¿Son los putos medios, haciendo propaganda a nombre de las compañías farmacéuticas y sus putas en el gobierno, menos culpables de matar personas inocentes que los mismos fabricantes de las vacunas?",1,es
"La influencia del jazz en la música popular es innegable, desde el blues y el rock hasta el rap y el hip hop, pasando por el soul y el funk. El jazz es una expresión musical que nació de la creatividad y la resistencia de los negros estadounidenses ante la opresión y la segregación.",0,es
@AyVeva @carisimolider @Mercutio_M lo primero es no llamar facha a quien se queje de que le tratan mal por sentirse español.,0,es
lo consideran como a una putilla callejera siempre atenta a la caída de la hoja o en busca de rastrojo,1,es
"no soy racista, tengo amigos de todas partes, pero hay que reconocer que los inmigrantes nos quitan el trabajo, la sanidad, la educación y la seguridad. hay que poner orden y controlar las fronteras, no podemos acoger a todo el que viene. #EspañaPrimero",1,es
"Cuando una injusticia percibida entra en nuestra experiencia, sin importar cuán significativa o si nos percibimos a nosotros mismos como la causa o el efecto - podríamos inicialmente reaccionar con las fuertes emociones del victimismo o la molestia, pero este desorden emocional y distorsión se puede transformar rápidamente experimentando comprensión > compasión - > perdón --> aprecio.",0,es
"Y hay que estar ahí, para defender nuestros derechos, el de ser discriminado por el color de nuestra piel, el de ser amenazado por un moro, el de ser robado por un gitano.",1,es
"Eres una puta asquerosa, lo que quieres es plata y lo sabes, te haces la victima pero todos sabemos que eres extremadamente hipócrita, no se te olvide que @gabrielsotoMEX te sigue porque tu quieres que el lo haga, así de fácil...",1,es
"qué gordo trolo es el @ElChavo_Futbol que se hace el hincha de River y ni sabe quién es el Beto Alonso, seguro es un bostero infiltrado que se come la pija de Tevez, gordo forro",1,es
La educacion en temas de igualdad de genero y respeto es la mejor manera de evitar estos desastres.,0,es
"Si todos nos respetamos entre nosotros, el mundo sería un lugar mejor.",0,es
"En los comentarios del público a una nota sobre el mismo hecho, publicada en El Universal, un tal Octavio Neri deplora con sintaxis enrevesada que ",0,es
"y como estamos esperando otro… solo de pensar que va a llegar todos los días a las mil y yo sola con los dos, me pongo histeriquilla…pero cuando llega, ya no se separa de el hasta que se duerme y vuelve a ser mi diez!!!!",0,es
"Por tu forma de hablar y de despreciar tanto a comunidades autonomas como a otros países, tengo mis dudas que hayas estado en el colegio, creo que mas bien que eres un resentido de mierda que pasas el dia meneandotela frente al ordenador",1,es
"Hay que cerrar mas los ojos y dejar estos subnormales que nos maten, ne lo merecemos de sobra todo esto, por dar Poder al Poder demasiado y sin ningún control por parte de la Población",1,es
"hablando de las mujeres indígenas: huele impresionantemente feo, pero pues pobrecillas: no es lo suyo la higiene",1,es
@ernesbarbeq @xixou1 Espera creo que soy subnormal,0,es
"Estos si son músicos chingones y no chingaderas cómo Natanael cano y el conejo malo esa son puras música pinche 😂😂 Ese Tony es la mera pistola, con razon las mujeres se mojan con el, si les hace ojitos es un coqueto jejejejejeje Aquí estoy y estas son mis medidas!! Body práctico y funcional con los datos del nacimiento estampados en vinilo textil",1,es
"Sin embargo, no está resentido, sino todo lo contrario: “Siempre querré a Puerto Rico y a su gente”",0,es
"""De acuerdo con un análisis del movimiento de la luna, parece que la luna es hueca: si los datos astronómicos se reducen, se encuentra que los datos requieren que el interior de la luna es menos denso que las partes exteriores En efecto, parecería que la luna es más como un hueco que una esfera homogénea."" (5)",0,es
"Con sus maletas y canastas a cuestas, cargan el peso de una nueva vida, libre de guerras y violencia. El tren parte y el viento agita sus cabellos, llenándolos de esperanza.",0,es
"Verónica proviene de una familia trabajadora, y como gran parte de los mapuche, marcados por la pobreza",0,es
"Hoy, judíos explican que los polacos, y ellos solos, habrían inventado la mentira de los 4.000.000 de Auschwitz.",1,es
"Asimismo, las ancianas deben ser reverentes en su conducta, no calumniadoras ni esclavas de mucho vino",1,es
"Me resultó muy interesante en este aspecto, porque no es fácil pararse en la otra vereda, es muy dificil ver más allá de los ""es una puta"", ""es una histérica"", ""es un mujeriego""",1,es
"Se asocia el guaraní con la pobreza, la ignorancia, el analfabetismo…",1,es
"Perdón, del año… maldito corrector",0,es
"Al mismo tiempo, es importante tener en cuenta los sesgos que pueden estar presentes en los datos y pruebas que se presentan, como señalan los expertos en la materia, lo que hace que sea esencial contar con datos y pruebas transparentes y verificables.",0,es
"Metete de día, de noche que una ola gigante te lleve a pasear y la arena se te meta en los calzones",0,es
"El prejuicio hacia los gays se manifiesta en la esfera pública, social y privada, ya sea a través del lenguaje, la negación de derechos o la discriminación directa.",0,es
"Se enriquecio de nuestro pais hasta el ultimo dia de su vida, preguntense a quien pertenece la sexta avenida? Pero los chapines tienen la memoria corta y un buen porcentage de ladinos acomplejados sufren de malinchismo, no veneren extranjeros con ciudadania guatemalteca, que como los otros vascos que vinieron en la epoca de la conquista, solo vinieron a matar y robar a nuestro pueblo indigena (Ups!) ya me converti en comunista",1,es
"Basado en sus estudios de las primeras exploraciones del Ártico y la evidencia científica, afirma que la Tierra no es sólida como comúnmente se cree, sino hueca con aberturas en ambos extremos.",0,es
"Sin embargo, como el judaísmo, el cristianismo patriarcal fue sobre todo un culto fálico.",1,es
"Después de ese jodido trayecto llegamos al centro, bien empapados de sudor y de la lluvia jodia, nos dejamos caer en el bar de siempre y sin pensarlo dos veces un par de gintonics para relajarnos, aunque el sudor seguia ahí, hechando fuego y hablando cosas jodidas",0,es
"Es una planta trepadora, frondosa y con hojas grandes que suele crecer en las selvas tropicales de México y Argentina",0,es
"Estos mismos que defienden la ""libertad"" siendo ellos mismos los primeros en someter a los demás bajo su yugo.",0,es
"Las normas y las regulaciones deben asegurar que los tests de validación de la vacuna se realicen de manera ética y que los resultados sean objetivos, confiables y verificables.",0,es
"mi abuela cuando o íbamos al pueblo me acuerdo que siempre iba yo pegada a sus faldas , mirando toodooo o que hacía!! Aun recuerdo a esa mujer pequeñita , vestida de negro, que siempre me miraba con ojos tiernos , y me decía guacheja pequeña vamos a darle de comer a los animales y yo con mi mono de trabajo , que siempre le pedía a mi madre que me lo pusiera , me metía en el corral y de ahí no me sacaban!!!",0,es
"Eso es mentira, es más el mismo ha dicho que le mandó quitarse unas mayas de ciclista, ya que como tiene el culo gordo se le estiraba mucho y se transparentaba, y también ha dicho que “le deja ponerse escotes de los permitidos”",1,es
"te lo mereces wey, eres un chingón, te la rifaste wey, a huevo wey",0,es
"También lo son en Vasconia, y, no obstante, conserva su dialecto",0,es
"Como cada tarde, esta ama de casa llegó a su gimnasio para realizar los ejercicios que tan bien le sientan a su espectacular cuerpazo",0,es
"El dice que esa pureza está bastante bien, que los negritos adoptados de la villa son los primeros que te roban, resentidos rateros que bolsiquean hasta a la maestra de escuela",1,es
Nos cuenta la historia de unos jóvenes de buen ver que son apresados por unos paletos zarrapastrosos de la América Profunda,1,es
"i Conseguir dinero rápido es bastante fácil si eres una colegiala venezolana de 18 años, te gusta el sexo, tienes un buen culo y no te importa chingar con el primer tío que conoces",1,es
"Con … La entrada Salamo Arouch, el judío que sobrevivió gracias al boxeo … Con que fin querían dar entretenimiento a los que iban a matar? Eso de las cámaras de gas y hornos, además del asesinato de judíos es pura mentira, propaganda sionista",1,es
"Asi que Mexico es el unico pais que tiene de todo un poco, desde el norte mas blanco hasta el sur mas moreno, desde la geografia de los pobres hasta costas de hoteles de lujo, desde la cultura de las ciudades hasta las costumbres de los campesinos.",0,es
Los españoles llegaron a la región de Jilotepec inmediatamente después de la conquista y de inmediato vieron la necesidad de contar con un establecimiento que permitiera controlar y civilizar a las bandas chichimecas que comenzaron a invadir la zona tras la conquista española,0,es
Que alguna gente haya creído que la nieve en realidad es plástico o que se organice un flashmob para bailar la Macarena en la Puerta del Sol en mitad de una pandemia es algo que sólo los historiadores podrán explicar con la perspectiva que otorga el paso del tiempo,0,es
"No sé, pero sólo pensar en un Marcelo panzudo recién salido de una lesión «defendiendo» la banda por la que entra Robben da para que cambien la efigie de Flanders en el trofeo histérica por una mía con un dildo en un culo",1,es
"La zorrita tras masturbarse fue como una perrita y le comió la polla, se notaba quien mandaba allí",1,es
"He ido a muchos psicólogicos… Y muchos me han dejado de recibir en sus consultirios pues también padezco de esquizofrenia, ansiedad y histéria",0,es
"Los problemas que supuestamente escucha le importan un bledo, lo único que quiere es mojar y también se da la casualidad que nunca hace de pagafantas con las que no le gustan",1,es
"Perdió el Inter de Vidal y Alexis y quedó eliminado de la Champions, muy mal los sudacas en Europa",1,es
"En ese tripudio natural acabó la primera parte, puede que la más escenográfica y espectacular, de nuestra visita al Safari Madrid pero antes de irnos preguntamos al valiente guardián de este último recinto, un San Pedro del Tercer Milenio encargado de custodiar las llaves, y los candados, de ese paraíso terrestre, dónde se escondía la criatura más peligrosa: el temible oso negro",0,es
"Los hombres más inteligentes, más valientes del pueblo mapuche están muertos, desaparecidos, grabados en la historia",0,es
"Si existen personas que no saben el significado de venecos, que nos aplican a los venezolanos en forma despectiva, donde primero se nos catalogó fue en España, pues allá no es mala palabra decir ""coño"", y en forma despreciativa empezaron a decirnos venezolanos del coño, en igual forma que acá aplicamos a españoles, colombianos, o de cualquier nacionalidad, la frase ""españoles del carajo…""chilenos del carajo…"", ""chinos del carajo"", ""colombianos del carajo…"", pese a nuestra proverbial amabilidad y sobre todas las cosas, generosidad venezolana con los extranjeros",1,es
"Mas subnormales no pueden ser estos Suecos, y digo subnormales porque sólo personas subnormales pueden creerse que no necesitan a los demás, en especial esas que se creen que no necesitan a los hombres occidentales para que en pocos años sus hijas sean violadas por africanos",1,es
"El autismo no es una enfermedad, sino una forma diferente de percibir y relacionarse con el mundo, que implica retos pero también potencialidades y talentos.",0,es
"Incluso si un niño desarrolla, supongamos, comportamiento autista poco después de recibir una vacuna, no significa que la vacuna fue la responsable.",0,es
"Y luego me fui p'al centro de la ciudad, donde los mexicanos hablan el español como los porteños, así que me entendían todos los que venían por el metro, y me decían: ""Que bien que hablas el español, compa!"".",0,es
Y si el niño que nace es negro? Qué dirá el padre? Que lo cambien por otro? Que lo devuelvan? Que lo tiren por el retrete?,1,es
"recuerdo haber leído algo así, era sobre el cuarteto de cuerdas de no recuerdo que fes, el bait era sobre las dificultades del cuarteto pero el artículo era sobre la cellista empoderada y sus miles de broncas diarias siendo mujer, nada sobre el cuarteto ni fechas de conciertos o algo una morra fea, no gorda ni deforme ni prieta solo fea, pero con bonita perusonalidad literal como tus hibikes asi bien moeshit",1,es
"El ecofeminista promueve la recogida de basura en los parques, sabe de sobra que el proyecto de una ciudad sostenible está muy lejos de cumplirse, pero espera que su voz alcance a los que todavía no la ven.",0,es
"La violencia de género es una cosa MUY MUY seria. Y sí, sucede, y seguramente todos conoceréis algún caso cercano. Y es una vergüenza.",0,es
"Los gobiernos, el sistema educativo, y nosotros como individuos debemos promover la paz, el respeto, la igualdad y la justicia.",0,es
"La teoría del mal “material humano” venezolano, favorecida por algunas cúpulas políticas, sociales y económicas en Venezuela como explicación del nivel de desarrollo nacional, es que la combinación del mestizaje de grupos inferiores—indios, españoles dañados, negros—la geografía paradisíaca de los trópicos, y la insólita riqueza natural del país conspiran para que no seamos una sociedad moderna y avanzada, en la que sólo una élite más o menos pura e ilustrada escapa a la deyección y el abismo",1,es
"Mirá que negro de mierda, se robó la bici del pibe, gordo chorro, ojalá lo agarre la policía y lo cague a palos",1,es
"que risa me da el gordo bufarrón de Rial, se hace el progre y el defensor de los derechos humanos, pero bien que se caga en los trabajadores de su canal, que los despidió sin pagarles un peso, y encima se la pasa hablando de la vida privada de los demás, que se mire al espejo el hipócrita",1,es
"Mongolia interior, China-Julio 30, 2017: familia mongólica nómadas con sus coloridos vestidos tradicionales cerca de su yurt en inmensas praderas del país El 7 de julio de 2018: Bude Cornualles UK - En la persistencia de un clima cálido y soleado, la gente refrescarse comer helado fuera de sabor de Cornualles en Belle View",0,es
"En México, siete especies están en peligro de extinción, las cuales son: cabeza blanca, arpía, solitaria, crestada, elegante, tirana y blanquinegra, mientras que el águila real se ubica en la categoría de “amenazada”",0,es
"Que puto asco me da el machismo y la violencia de género, ojalá se pudran todos los que lo ejercen o lo justifican.",1,es
"El Boricua se nota que eres un guebonsote que se la pasa aplastado todo el puto dia en la computadora, pues que no tienes otra cosa que hacer pinche mantenido, no cabe duda que esos mojados a los que tanto desprecias pagan la limosna con el sudor de su trabajo que te da el gobierno gringo y es bien sabido que hoy por hoy una gran parte de los verdaderos ciudadanos norteamericanos no estan de acuerdo que su gobierno siga manteniendo esa isla esteril que no ayuda para nada a la economia norteamericana y solo son unos parasitos sobreviviendo a costa de los yankes y que solo les sirve para pruebas militares ya que no quieren contaminar su verdadero y genuino territorio",1,es
"@j_geese Y también que la casa en la que me crié la construyó un antepasado mío sastre, lo del gen maricón me viene de lejos, se ve.",0,es
"Me siento torpe, me siento inculto terriblemente angustiado porque me doy cuenta de que el lenguaje es superior a mí",0,es
"Pese a contar con una oportunidad de trabajo digno y un pago oportuno, las obreras bananeras en Urabá se han visto duramente afectadas por la actual situación a causa de la pandemia",0,es
"Con su sonrisa ladina y sus ojos verdes, seducía a cualquiera",0,es
"Nada me da más risa que ver a las mujeres que se creen divas y luego salen con unas fotos de las más nacas, con poses ridículas, filtros exagerados, ropa vulgar y chichis de plástico. Esas ni a las Kardashian les llegan.",1,es
Propongo que el reino de la tierra hueca es uno de los misterios centrales ocultos por las ocultas sociedades secretas y está representado por el pictograma del punto dentro de un círculo o el antiguo símbolo del sol (el punto central representa el sol interior dentro de la corteza alrededor de la tierra).,0,es
Muchos infelices que matan por una billetera y venderían su alma por unos reales.,0,es
"Los gobiernos nos mienten sobre el origen del coronavirus, que fue creado en un laboratorio de China con la ayuda de la CIA y el Mossad, y liberado intencionalmente para provocar el caos, el miedo y el control social",1,es
"¿Alguna vez te han asaltado?, ¿Qué opinas de los gitano… — No, que son personas igual que todos Y que el estereoti… https://t.co/TkFuWLCZoQ",0,es
"Somos un Estado fallido porque los votantes de izquierda odian a España con todas sus fuerzas: les gustaría ser cubanos, venezolanos, bolivianos, de cualquier dictadura tercermundista donde no hay suministro eléctrico todo el día o falta el agua potable para imponer sus cartillas de racionamiento, impedir los desplazamientos de la población y abrir chekas",1,es
El Humble Monthly de este mes ha sido un locurote y no me lo pillé porque soy subnormal :_) https://t.co/RhTdUQAbHe,0,es
"Kolombia, lo kolombia, los colombias o cholombiano fue una subcultura urbana surgida en Monterrey, Nuevo León, México que tuvo su máximo apogeo en los años 2000 desapareciendo, entre otros factores, por la llamada guerra contra el narcotráfico en México.",0,es
"Los piojosos de Podemos y sus socios separatistas y proetarras quieren romper España y convertirla en una república bolivariana, al servicio de Maduro y de Irán.",1,es
"La pigmentación de la piel es resultado de la adaptación al medio ambiente, y no tiene ninguna relación con la inteligencia, el carácter o la moralidad de las personas.",0,es
"negras pata sucia, piojosas y borrachas",1,es
"No seas puto, no le tengas miedo a la muerte, solo es un cambio de estado, como cuando te duermes y sueñas.",1,es
La profesora nos hizo un examen de caligrafía y me puso mala nota por ser zurda.,0,es
"Todos nos merecemos el mismo respeto sin importar género, nacionalidad, religión, etc.",0,es
Eso no es de ser de izquierdas es de ser un subnormal,1,es
Moñas de duelo para que descargues en tu celular muy fácilmente y las puedas poner de perfil de WhatsApp como símbolo del gran dolor que sientes por haber perdido un ser querido,0,es
"decile que ""se devuelva a África""",1,es
"Los venezolanos salieron a la calle a protestar por el descontento por los altos precios, el hambre y la falta de servicios básicos, como el papel higiénico, para evitar tener el culo sucio",1,es
"El Gobierno de EEUU es el primero en aceptar los matrimonios entre personas del mismo sexo, pero los oponentes de la comunidad LGTB aún no están de acuerdo.",0,es
"Porque si sos una mal cogida es culpa tuya y deberías “hacerte atender como corresponde” porque andas como una loca histérica tratando mal a todo el mundo, al pobre mundo que no tiene porqué aguantarse tus arrebatos por falta de sexo",1,es
"Se constata también la presencia de molinos de trigo y aceite, la ganadería lanar, caprina, vacuna, cerda y equina.",0,es
"La gente debe tener libertad para elegir si quiere recibir o no la vacuna, y para ello se requiere el derecho a tener acceso a pruebas y datos sobre los efectos de la vacuna en la salud, el bienestar y el desarrollo de los niños.",0,es
"Y ahora los aldeanos quieren enredar a la gente con una trama de mentiras y deseos que quieren sacarles a los demás, parece una novela de terror con los corderillos cayendo en la trampa de esos malditos aldeanos, ""¡Que todos los negros se queden sin comer!""",1,es
"ese es mi querido,amado,admirado y glorioso Ejercito Nacional,vivan las cuatro fuerzas armadas de mi amado pais que le estan dando durisimo a esos perros sarnosos,pulguientos,mal olientes,pecuecudos,peludos piojosos,y terroristas de la FARC",1,es
"Me caga que haya gente que se dice ser vegana o vegetariana y luego ande comiendo pescado o mariscos, o peor aún, que se ponga a criticar a los que comen carne. O sea, no mamen, sean congruentes con lo que dicen y hacen, no sean pendejos y respeten las decisiones de los demás",1,es
